lemma	pos	frequency	source	class	subclass
razı olmak	VERB	128	meb|tubitak|video|literature	Other	other
madenî para	NOUN	127	meb|tubitak	Work & Economy	financial concepts
son vermek	VERB	127	meb|tubitak|video|literature	Emotions & Mental Processes	intelligence and reasoning
şükürler olsun	NA	127	meb|video|literature	History, Politics & Religion	religion
iman etmek	VERB	126	meb|video|literature	History, Politics & Religion	religion
veda etmek	VERB	126	meb|tubitak|video|literature	Other	other
mat olmak	VERB	125	meb|tubitak|video	Sports, Games & Recreation	sports
ayak basmak	VERB	124	meb|saha|tubitak|video|literature	Other	other
gol atmak	VERB	124	meb|saha|tubitak|video|literature	Sports, Games & Recreation	sports
hizmet etmek	VERB	124	meb|saha|tubitak|video|literature	People & Relationships	responsibilities
mola vermek	VERB	124	meb|saha|tubitak|video|literature	Other	other
başa çıkmak	VERB	123	meb|tubitak|video|literature	People & Relationships	responsibilities
fena değil	INTJ	123	meb|saha|tubitak|video|literature	Other	other
mat etmek	VERB	123	tubitak|video	Sports, Games & Recreation	sports
gösteri yapmak	VERB	122	meb|saha|tubitak|video|literature	Arts, Media & Entertainment	performance
iş çıkarmak	VERB	122	meb|tubitak|video|literature	Education & Language	idioms
çözüm yolu	NOUN	121	meb|tubitak|video|literature	Emotions & Mental Processes	intelligence and reasoning
hile yapmak	VERB	121	video|literature	Personality, Values & Behavior	behavior
maç yapmak	VERB	121	meb|saha|tubitak|video|literature	Sports, Games & Recreation	sports
hay aksi!	NA	120	tubitak|meb|video|literature	Education & Language	fixed expressions
diş hekimi	NOUN	119	meb|tubitak|video|literature	Work & Economy	occupations
saygı göstermek	VERB	119	meb|saha|video|literature	Personality, Values & Behavior	morality
zarar gelmek	VERB	119	meb|saha|tubitak|video|literature	Other	other
ağır ol!	NA	118	meb|saha|tubitak|video|literature	Sound & Communication Phenomena	sounds
gözleri dolmak	VERB	116	meb|tubitak|video|literature	Emotions & Mental Processes	emotions
tedavi etmek	VERB	116	meb|saha|tubitak|video|literature	Health & Medicine	medicine
yoluna girmek	VERB	116	meb|tubitak|video|literature	Other	other
pet şişe	NOUN	115	meb|saha|tubitak|video|literature	Nature & Living Things	recycling
söz dinlemek	VERB	115	meb|saha|tubitak|video|literature	Other	other
cüce gezegen	NOUN	114	saha|tubitak|video	Space, Shapes & Properties	space
ışık kirliliği	NOUN	114	meb|saha|tubitak|video	Earth, Geography & Natural Phenomena	natural phenomena
kahkaha atmak	VERB	114	meb|saha|tubitak|video|literature	Education & Language	idioms
manyetik alan	NOUN	114	meb|saha|tubitak|video|literature	Science & Technology	energy resources
destek vermek	VERB	113	tubitak|meb|video|literature	Other	other
el atmak	VERB	113	tubitak|video|literature	Personality, Values & Behavior	helpfulness
zaman makinesi	NOUN	113	tubitak|meb|video|literature	Other	other
meşe palamudu	NOUN	112	meb|tubitak|video|literature	Nature & Living Things	plants
ne var ki	NOUN	112	meb|saha|tubitak|video|literature	Other	other
portakal suyu	NOUN	112	meb|saha|tubitak|video|literature	Food & Nutrition	beverages
şahit olmak	VERB	112	meb|tubitak|video|literature	Other	other
tur atmak	VERB	112	meb|tubitak|video|literature	Other	other
yolda kalmak	VERB	112	meb|tubitak|video|literature	Transportation, Travel & Safety	vehicles
eş anlamlı	NOUN	111	meb|tubitak|video|literature	Education & Language	grammar
teklif etmek	VERB	111	meb|saha|tubitak|video|literature	Other	other
zam yapmak	VERB	111	saha|meb|video|tubitak|literature	Work & Economy	financial concepts
birlik olmak	VERB	110	meb|tubitak|video|literature	People & Relationships	friendship
fırsat bulmak	VERB	110	meb|tubitak|video|literature	Other	other
gıt gıt gıdak	NA	110	video|meb|literature	Nature & Living Things	animals
guguklu saat	NOUN	110	meb|tubitak|video|literature	Home & Domestic Life	home appliances
Güney Kutbu	PROPN	110	meb|tubitak|video|literature	Earth, Geography & Natural Phenomena	geography
her ne kadar	NOUN	110	meb|saha|tubitak|video|literature	Education & Language	grammar
maruz kalmak	VERB	110	meb|tubitak|video|literature	Other	other
uyum sağlamak	VERB	110	meb|saha|tubitak|video|literature	Other	other
Buzul Çağı	PROPN	109	tubitak|video	Time, Numbers & Measurement	time
aman Tanrı'm!	NA	108	video|literature	Education & Language	fixed expressions
sipariş etmek	VERB	108	meb|saha|tubitak|video|literature	Personal Care & Consumer Life	shopping
uçsuz bucaksız	NOUNJ	108	tubitak|meb|video|literature	Earth, Geography & Natural Phenomena	landforms
lazım olmak	VERB	107	meb|saha|tubitak|video|literature	Other	other
mahsur kalmak	VERB	107	meb|tubitak|video|literature	Earth, Geography & Natural Phenomena	disasters
muayene etmek	VERB	107	meb|saha|tubitak|video|literature	Health & Medicine	medicine
takla atmak	VERB	107	meb|saha|tubitak|video|literature	Other	other
boş durmak	VERB	106	meb|saha|tubitak|video|literature	Other	other
hava almak	VERB	106	meb|saha|tubitak|video|literature	Other	other
yaya geçidi	NOUN	106	meb|saha|tubitak|video|literature	Transportation, Travel & Safety	traffic rules
yol yapmak	VERB	106	meb|tubitak|video|literature	Other	other
yola gelmek	VERB	106	meb|tubitak|video|literature	Education & Language	idioms
ceza vermek	VERB	105	meb|saha|tubitak|video|literature	Transportation, Travel & Safety	safety rules
feda etmek	VERB	105	meb|tubitak|video|literature	Personality, Values & Behavior	helpfulness
fena olmak	VERB	105	meb|tubitak|video|literature	Other	other
ortadan kaldırmak	VERB	105	meb|tubitak|video|literature	Other	other
eş anlam	NOUN	104	meb|literature	Education & Language	grammar
espri yapmak	VERB	104	meb|tubitak|video|literature	Other	other
kendini bilmek	VERB	104	meb|tubitak|video|literature	Personality, Values & Behavior	self discipline
nişan almak	VERB	104	meb|video|literature	Other	other
takdir etmek	VERB	104	meb|tubitak|video|literature	Other	other
hepi topu	NOUN	103	video|meb|literature	Other	other
iş değil	NA	103	meb|tubitak|video|literature	Other	other
piknik yapmak	VERB	103	meb|saha|tubitak|video|literature	Personal Care & Consumer Life	vacation
seyahat etmek	VERB	103	meb|saha|tubitak|video|literature	Other	other
yola düşmek	VERB	103	meb|tubitak|video|literature	Education & Language	idioms
başarısız olmak	VERB	100	meb|saha|tubitak|video|literature	Other	other
diş macunu	NOUN	100	meb|saha|tubitak|video|literature	Personal Care & Consumer Life	beauty products
duş almak	VERB	100	saha|meb|video|tubitak|literature	Personal Care & Consumer Life	personal care and hygiene
gayret etmek	VERB	100	meb|saha|tubitak|video|literature	Personality, Values & Behavior	diligence
göz kulak olmak	VERB	100	meb|saha|tubitak|video|literature	Education & Language	idioms
faydalı olmak	VERB	99	meb|saha|tubitak|video|literature	Personality, Values & Behavior	helpfulness
heyecan vermek	VERB	99	meb|saha|tubitak|video|literature	Emotions & Mental Processes	emotions
sosyal medya	NOUN	99	meb|tubitak|video|literature	Science & Technology	internet
uykusunu almak	VERB	99	meb|tubitak|video|literature	Other	other
yabancı dil	NOUN	98	meb|saha|tubitak|video|literature	Education & Language	grammar
doğal kaynak	NOUN	97	tubitak|meb|video|literature	Science & Technology	energy resources
müdahale etmek	VERB	97	meb|saha|tubitak|video|literature	Other	other
söz almak	VERB	97	meb|tubitak|video|literature	Other	other
söz tutmak	VERB	97	meb|saha|video|literature	Education & Language	idioms
aklına gelmek	VERB	96	meb|saha|tubitak|video|literature	Emotions & Mental Processes	intelligence and reasoning
cesaret etmek	VERB	96	tubitak|video|literature	Other	other
dile getirmek	VERB	96	meb|tubitak|video|literature	Education & Language	idioms
canı yanmak	VERB	95	meb|saha|tubitak|video|literature	Emotions & Mental Processes	emotions
içine atmak	VERB	95	meb|saha|tubitak|video|literature	Emotions & Mental Processes	emotions
el koymak	VERB	94	meb|saha|tubitak|video|literature	Other	other
özel isim	NOUN	94	meb|video|literature	Education & Language	grammar
seçim yapmak	VERB	94	meb|saha|tubitak|video|literature	Other	other
söz kesmek	VERB	94	meb|saha|video|literature	Education & Language	idioms
bulaşık makinesi	NOUN	93	meb|saha|tubitak|video|literature	Home & Domestic Life	home appliances
kendini göstermek	VERB	93	meb|saha|tubitak|video|literature	Other	other
yerini doldurmak	VERB	93	meb|tubitak|video|literature	Other	other
alt etmek	VERB	92	meb|tubitak|video|literature	Other	other
kral olmak	VERB	92	meb|tubitak|video|literature	Other	other
peşini bırakmak	VERB	92	tubitak|video|literature	Education & Language	idioms
tuzak kurmak	VERB	92	tubitak|video|literature	Violence & Conflict	violence
ciddiye almak	VERB	91	video|literature	Other	other
iz bırakmak	VERB	91	meb|saha|tubitak|video|literature	Other	other
kendini tutmak	VERB	91	saha|tubitak|video|literature	Personality, Values & Behavior	self discipline
yararlı olmak	VERB	91	tubitak|meb|video|literature	Other	other
analiz etmek	VERB	90	meb|tubitak|video|literature	Other	other
iş karıştırmak	VERB	90	meb|tubitak|video|literature	Other	other
kişisel bakım	NOUN	90	meb|tubitak|literature	Personal Care & Consumer Life	personal care and hygiene
şikâyet etmek	VERB	90	video|meb|tubitak|saha|literature	Other	other
iş almak	VERB	89	saha|tubitak|video|literature	Other	other
işe koyulmak	VERB	89	meb|tubitak|video|literature	Personality, Values & Behavior	diligence
kırmızı ışık	NOUN	89	meb|tubitak|video|literature	Transportation, Travel & Safety	traffic rules
akıllı saat	NOUN	88	saha|meb|video|tubitak|literature	Personal Care & Consumer Life	accessories
bitki örtüsü	NOUN	88	meb|tubitak|video|literature	Nature & Living Things	plants
ilgi duymak	VERB	88	meb|saha|tubitak|video|literature	Education & Language	idioms
pestile çevirmek	VERB	88	tubitak|video|literature	Education & Language	idioms
yüzü gülmek	VERB	88	meb|tubitak|video|literature	Emotions & Mental Processes	emotions
hizmet vermek	VERB	87	meb|saha|tubitak|video|literature	People & Relationships	responsibilities
i̇sabet etmek	VERB	87	tubitak|meb|video|literature	Education & Language	idioms
rahatsız etmek	VERB	87	meb|tubitak|video|literature	Personality, Values & Behavior	bullying
tanık olmak	VERB	86	meb|tubitak|video|literature	Other	other
armağan etmek	VERB	85	meb|saha|tubitak|video|literature	Other	other
etki etmek	VERB	85	meb|tubitak|video|literature	Other	other
iptal etmek	VERB	85	meb|tubitak|video|literature	Other	other
ipucu vermek	VERB	85	meb|tubitak|video|literature	Education & Language	idioms
işi çıkmak	VERB	85	meb|saha|tubitak|video|literature	People & Relationships	responsibilities
kendinden geçmek	VERB	85	tubitak|video|literature	Emotions & Mental Processes	emotions
oruç tutmak	VERB	85	meb|saha|video|literature	History, Politics & Religion	religion
alt kat	NOUN	84	meb|saha|tubitak|video|literature	Home & Domestic Life	home
endişe etmek	VERB	84	tubitak|video|literature	Emotions & Mental Processes	emotions
israf etmek	VERB	84	meb|saha|tubitak|video|literature	Nature & Living Things	waste
teselli etmek	VERB	84	meb|saha|tubitak|video|literature	Other	other
peşine takılmak	VERB	83	meb|saha|tubitak|video|literature	Other	other
can atmak	VERB	82	meb|tubitak|video|literature	Emotions & Mental Processes	emotions
göz önünde bulundurmak	VERB	81	meb|saha|tubitak|video|literature	Education & Language	idioms
kulak vermek	VERB	81	meb|tubitak|video|literature	Education & Language	idioms
ödünç almak	VERB	81	meb|saha|tubitak|video|literature	People & Relationships	sharing
sahneye çıkmak	VERB	81	meb|saha|tubitak|video|literature	Arts, Media & Entertainment	theater
şarj etmek	VERB	81	meb|tubitak|video|literature	Science & Technology	energy resources
tadına bakmak	VERB	81	meb|tubitak|video|literature	Food & Nutrition	food and drinks
emek vermek	VERB	80	meb|saha|tubitak|video|literature	Personality, Values & Behavior	diligence
film çekmek	VERB	80	meb|tubitak|video|literature	Arts, Media & Entertainment	cinema
helal olmak	VERB	80	meb|video|literature	History, Politics & Religion	religion
yarım kalmak	VERB	80	meb|tubitak|video|literature	Other	other
yeşil ışık	NOUN	80	meb|tubitak|video|literature	Transportation, Travel & Safety	traffic rules
gözünde olmamak	VERB	79	meb|saha|tubitak|video|literature	Other	other
kendini vermek	VERB	79	meb|saha|tubitak|video|literature	People & Relationships	responsibilities
tat almak	VERB	79	meb|saha|tubitak|video|literature	Food & Nutrition	dishes
yol aramak	VERB	79	meb|tubitak|video|literature	Other	other
akıl almak	VERB	78	tubitak|video|literature	Emotions & Mental Processes	intelligence and reasoning
hak kazanmak	VERB	78	meb|tubitak|video|literature	Other	other
hitap etmek	VERB	78	meb|tubitak|video|literature	Other	other
rezil olmak	VERB	78	video|literature	Other	other
başı ağrımak	VERB	77	tubitak|meb|video|literature	Education & Language	idioms
egzersiz yapmak	VERB	77	meb|saha|tubitak|video|literature	Sports, Games & Recreation	sports
harekete geçirmek	VERB	77	meb|tubitak|video|literature	Other	other
hava atmak	VERB	77	meb|tubitak|video|literature	Education & Language	idioms
hayran kalmak	VERB	77	meb|tubitak|video|literature	Other	other
iade etmek	VERB	77	meb|saha|tubitak|video|literature	Other	other
meydan okumak	VERB	77	meb|tubitak|video|literature	Education & Language	idioms
olanak sağlamak	VERB	77	meb|tubitak|video|literature	Other	other
renk vermek	VERB	77	meb|saha|tubitak|video|literature	Other	other
siyah beyaz	NOUN	77	meb|saha|tubitak|video|literature	Space, Shapes & Properties	colors
uzak tutmak	VERB	77	meb|tubitak|video|literature	Other	other
yer tutmak	VERB	77	meb|tubitak|video|literature	Education & Language	idioms
ayakta kalmak	VERB	76	meb|saha|tubitak|video|literature	Other	other
evvel zaman içinde, kalbur saman içinde	NA	76	meb|tubitak|video|literature	Literature & Publishing	fairytale
havada kalmak	VERB	76	meb|saha|tubitak|video|literature	Other	other
içinden gelmek	VERB	76	meb|saha|tubitak|video|literature	Emotions & Mental Processes	emotions
istifa etmek	VERB	76	meb|tubitak|video|literature	People & Relationships	responsibilities
normale dönmek	VERB	76	tubitak|video|literature	Other	other
peşini bırakmamak	VERB	76	tubitak|video|literature	Other	other
selam söylemek	VERB	76	meb|tubitak|video|literature	Other	other
tedbir almak	VERB	76	meb|saha|tubitak|video|literature	Other	other
antrenman yapmak	VERB	75	meb|saha|tubitak|video|literature	Sports, Games & Recreation	sports
nöbet tutmak	VERB	75	saha|meb|video|tubitak|literature	Work & Economy	duties
yanıt vermek	VERB	75	meb|tubitak|video|literature	Other	other
abdest almak	VERB	74	meb|saha|video|literature	History, Politics & Religion	religion
dinî bayram	NOUN	74	meb|saha|literature	History, Politics & Religion	religious holidays
görsel sanatlar	NOUN	74	meb|saha|tubitak|literature	Arts, Media & Entertainment	handicrafts
alışveriş merkezi	NOUN	73	meb|saha|tubitak|video|literature	Personal Care & Consumer Life	malls
devreye girmek	VERB	73	meb|tubitak|video|literature	Education & Language	idioms
ikna olmak	VERB	73	meb|tubitak|video|literature	Other	other
ışık almak	VERB	73	meb|tubitak|video|literature	Other	other
sipariş vermek	VERB	73	meb|tubitak|video|literature	Personal Care & Consumer Life	shopping
alt yazı	NOUN	72	meb|saha|tubitak|video|literature	Arts, Media & Entertainment	cinema
baş ağrısı	NOUN	72	meb|tubitak|video|literature	Health & Medicine	diseases
gün boyu	NOUN	72	meb|tubitak|video|literature	Time, Numbers & Measurement	time
kimlik kartı	NOUN	71	meb|saha|tubitak|video|literature	Places & Settlements	countries
saygılı olmak	VERB	71	tubitak|meb|video|literature	Personality, Values & Behavior	ethical values
